ID_Joueur;Poste;Period Name;Date;Jour;Unnamed: 5;TAGS;Semaine;Nombre de sance;Period Number;TDJ;MinutesJoues;Duration;Dure;Dist;Distance - Z1;Distance - Z1-2;Distance - Z1-3;Distance - Z1-3/min;Distance - Z2;Distance - Z2-4;Distance - Z2-6;Distance - Z3;Distance - Z3-6;Distance - Z4;HID 16;Distance - Z4-6/min;Distance - Z5;HID 21;Distance - Z5-6/min;Sup 24;% Marche;Running (Z3-4);Jogging & Walking (Z1-2);High Speed Running (Z5-6);High Speed Running (Z4-6);Speed - Avg;Speed - Avg (m/min);Speed - Avg (yard/min);%Vmax;Vmax;Speed Exertion;Speed Exertion /min;Accel Load;Accel Load - Density;Accel Load.1;Accel - Z1;Accel - Z1-3;Accel - Z1-3/min;Accel - Z2;Accel - Z2-3;Accel - % Z2-3;Accel - Z2-3/min;Accel - Z3;Accel - % Z3;Decel - Z1;Decel - Z1-3;Decel - Z1-3/min;Decel - Z2;Decel - Z2-3;Decel Z2-3/min;Decel - Z3;HR Exertion;HML Dist;% HMLD;Met. Load - Distance;Collisions;Running Imbalance
2710;;GRAND JEU;;;;;;;4;0,011;15,98;00:17:04;;1838,54;655,7;1141,73;1439,05;89,95;486,03;1035,69;1181,87;297,32;695,84;252,34;398,52;24,91;99,78;146,18;9,14;46,4;35,66;549,66;1141,73;146,18;398,52;6,9;114,92;125,68;301,84;26,16;15,77;0,99;591,16;0,62;3,22;16;16;1;0;0;0;0;0;0;13;18;1,13;3;5;0,31;2;959,99;551,07;29,97;1838,48;3;-1,16
2711;;GRAND JEU;;;;;;;4;0,011;15,93;00:17:04;;2332,93;582,09;1301,75;1931,44;121,22;719,66;1678,11;1748,96;629,69;1029,3;328,76;399,61;25,08;70,85;70,85;4,45;0;24,95;958,45;1301,75;70,85;399,61;8,79;146,42;160,12;277,54;23,13;24,43;1,53;678,9;0,71;2,91;14;15;0,94;1;1;6,67;0,06;0;0;22;30;1,88;8;8;0,5;0;955,98;767,13;32,88;2333,13;1;6,79
2712;;GRAND JEU;;;;;;;4;0,011;15,93;00:17:04;;2111,71;713,09;1386,3;1811,26;113,68;673,21;1365,31;1398,53;424,96;725,32;267,14;300,36;18,85;27,09;33,22;2,08;6,13;33,77;692,1;1386,3;33,22;300,36;7,95;132,53;144,94;306,46;24,69;19,19;1,2;633,98;0,66;3;15;16;1;1;1;6,25;0,06;0;0;17;21;1,32;4;4;0,25;0;955,99;567,84;26,89;2111,72;3;-2,94
2713;;GRAND JEU;;;;;;;4;0,011;15,98;00:17:04;;1953,04;735,97;1420,36;1722,36;107,66;684,39;1163,33;1215,87;302;531,48;176,94;229,48;14,34;29,27;52,54;3,28;23,27;37,68;478,94;1420,36;52,54;229,48;7,32;122,08;133,51;359,15;26,54;17,63;1,1;614,77;0,64;3,15;11;11;0,69;0;0;0;0;0;0;12;16;1;2;4;0,25;2;960;437,06;22,38;1952,53;5;6,83
2714;;GRAND JEU;;;;;;;4;0,011;15,93;00:17:04;;2028,02;763,36;1278,99;1695,38;106,4;515,63;1138,87;1264,43;416,39;748,8;206,85;332,41;20,86;96,55;125,56;7,88;29,01;37,64;623,24;1278,99;125,56;332,41;7,64;127,28;139,2;336,75;26,19;17,39;1,09;591,17;0,62;2,91;8;9;0,56;1;1;11,11;0,06;0;0;17;23;1,44;4;6;0,38;2;956;585,02;28,85;2027,3;1;0,98
2715;;GRAND JEU;;;;;;;4;0,011;15,98;00:17:04;;1987,41;641,67;1357,49;1816,31;113,53;715,82;1314,09;1345,6;458,82;629,78;139,45;170,96;10,69;31,51;31,51;1,97;0;32,29;598,27;1357,49;31,51;170,96;7,45;124,23;135,86;317,06;23,78;16,26;1,02;688,32;0,72;3,46;10;10;0,63;0;0;0;0;0;0;15;19;1,19;3;4;0,25;1;960;541,37;27,24;1987,27;3;1,37
2716;;GRAND JEU;;;;;;;4;0,011;15,95;00:17:04;;2106,46;711,46;1319,29;1698,43;106,38;607,83;1281;1394,22;379,14;786,39;294,03;407,25;25,51;113,22;113,22;7,09;0;33,78;673,17;1319,29;113,22;407,25;7,92;131,94;144,29;348,41;23,61;18,63;1,17;608,49;0,64;2,89;11;13;0,81;2;2;15,38;0,13;0;0;15;17;1,06;2;2;0,13;0;957,99;616,35;29,26;2105,68;0;-4,28
2717;;GRAND JEU;;;;;;;4;0,011;15,98;00:17:04;;1897,06;725,18;1393,4;1740,96;108,82;668,22;1152,02;1170,84;347,56;502,62;136,24;155,06;9,69;18,82;18,82;1,18;0;38,23;483,8;1393,4;18,82;155,06;7,11;118,58;129,68;290,54;21,71;14,43;0,9;559,01;0,58;2,95;8;8;0,5;0;0;0;0;0;0;8;9;0,56;1;1;0,06;0;960;395,1;20,83;1897,31;1;-1,78
2718;;GRAND JEU;;;;;;;4;0,011;15,93;00:17:04;;1855,18;757,7;1402,43;1722,28;108,09;644,73;1068,14;1097,53;319,85;452,8;103,56;132,95;8,34;29,39;29,39;1,84;0;40,84;423,41;1402,43;29,39;132,95;6,99;116,43;127,33;275,32;23,71;14,1;0,88;586,33;0,61;3,16;4;6;0,38;2;2;33,33;0,13;0;0;10;12;0,75;2;2;0,13;0;955,99;368,87;19,88;1855;1;-7,68
2719;;GRAND JEU;;;;;;;4;0,011;15,98;00:17:04;;1854,73;805,64;1358,53;1612,07;100,77;552,89;985,57;1047,98;253,54;495,09;179,14;241,55;15,1;35,68;62,41;3,9;26,73;43,44;432,68;1358,53;62,41;241,55;6,96;115,94;126,79;331,89;27,93;14,33;0,9;553,59;0,58;2,98;12;14;0,88;2;2;14,29;0,13;0;0;10;12;0,75;1;2;0,13;1;959,99;395,37;21,32;1855,03;2;1,42
2720;;GRAND JEU;;;;;;;4;0,011;15,93;00:17:04;;1681,76;824,88;1236,34;1491,49;93,61;411,46;780,95;855,4;255,15;443,94;114,34;188,79;11,85;61,81;74,45;4,67;12,64;49,05;369,49;1236,34;74,45;188,79;6,33;105,55;115,43;314,03;26,26;10,51;0,66;550,27;0,58;3,27;13;16;1;3;3;18,75;0,19;0;0;11;13;0,82;2;2;0,13;0;956;375,99;22,36;1681,92;0;2,7
2721;;GRAND JEU;;;;;;;4;0,011;15,98;00:17:04;;2053,59;727,03;1295,97;1631,91;102,01;568,94;1162,54;1326,34;335,94;757,4;257,66;421,46;26,34;116;163,8;10,24;47,8;35,4;593,6;1295,97;163,8;421,46;7,7;128,37;140,38;289,77;26,56;17,61;1,1;603,36;0,63;2,94;12;13;0,81;1;1;7,69;0,06;0;0;16;19;1,19;3;3;0,19;0;960;591,95;28,82;2053,38;0;-2
2722;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;495,65;256,91;359,44;435,25;55,56;102,53;213,9;238,74;75,81;136,21;35,56;60,4;7,71;24,84;24,84;3,17;0;51,83;111,37;359,44;24,84;60,4;3,8;63,27;69,2;280,34;22,89;2,44;0,31;180,39;0,38;3,64;2;2;0,26;0;0;0;0;0;0;6;6;0,77;0;0;0;0;469,99;117,44;23,7;495,65;0;1,13
2723;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;519,2;335,68;445,57;514,02;65,62;109,89;183,51;183,51;68,45;73,62;5,17;5,17;0,66;0;0;0;0;64,65;73,62;445,57;0;5,17;3,98;66,28;72,48;210,41;18,24;2,7;0,34;221,69;0,47;4,27;7;7;0,89;0;0;0;0;0;0;3;3;0,38;0;0;0;0;470;78,68;15,16;519,2;0;-2,95
2724;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;782,28;386,95;630,84;726,2;92,71;243,89;388,81;395,31;95,36;151,42;49,56;56,06;7,16;6,5;6,5;0,83;0;49,46;144,92;630,84;6,5;56,06;5,99;99,87;109,21;258,53;21,54;5,24;0,67;305,7;0,65;3,91;5;5;0,64;0;0;0;0;0;0;8;9;1,15;1;1;0,13;0;470;164,03;20,97;782,27;0;8,58
2725;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;662,05;440,72;630,59;659,2;84,15;189,87;221,23;221,23;28,61;31,36;2,75;2,75;0,35;0;0;0;0;66,57;31,36;630,59;0;2,75;5,07;84,52;92,43;208,95;16,83;3,83;0,49;249,37;0,53;3,77;0;0;0;0;0;0;0;0;0;0;1;0,13;1;1;0,13;0;469,99;56,98;8,61;662,03;0;0
2726;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;552,09;385,39;479,6;549,85;70,19;94,21;166,23;166,23;70,25;72,02;1,77;1,77;0,23;0;0;0;0;69,81;72,02;479,6;0;1,77;4,23;70,48;77,08;219,47;16,22;2,61;0,33;225,71;0,48;4,09;1;1;0,13;0;0;0;0;0;0;1;1;0,13;0;0;0;0;469,99;69,04;12,51;552,07;0;14,41
2727;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;774,78;420,81;625,05;714,8;91,25;204,24;335,36;353,97;89,75;149,73;41,37;59,98;7,66;18,61;18,61;2,38;0;54,31;131,12;625,05;18,61;59,98;5,93;98,91;108,17;291,9;22,7;4,47;0,57;301,16;0,64;3,89;6;7;0,89;1;1;14,29;0,13;0;0;5;9;1,15;4;4;0,51;0;470,01;162,3;20,95;774,77;0;0
2728;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;635,48;415,41;593,42;630,34;80,47;178,01;220,08;220,08;36,92;42,07;5,15;5,15;0,66;0;0;0;0;65,37;42,07;593,42;0;5,15;4,87;81,13;88,72;228,07;17,11;3,28;0,42;306,55;0,65;4,82;4;4;0,51;0;0;0;0;0;0;7;9;1,15;2;2;0,26;0;470;92,76;14,6;635,5;1;0
2729;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;401,96;316,06;380,45;402;51,32;64,39;85,94;85,94;21,55;21,55;0;0;0;0;0;0;0;78,63;21,55;380,45;0;0;3,08;51,31;56,12;205,47;13,93;1,83;0,23;150,62;0,32;3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470;26,02;6,47;402,01;0;0
2730;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;397,23;314,05;372,26;397,26;50,71;58,21;83,21;83,21;25;25;0;0;0;0;0;0;0;79,06;25;372,26;0;0;3,04;50,71;55,46;210,61;15,74;1,83;0,23;175,9;0,37;4,43;2;2;0,26;0;0;0;0;0;0;2;2;0,26;0;0;0;0;470;38,27;9,63;397,26;0;0
2731;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;653,27;429,13;597,55;642,06;81,97;168,42;224,09;224,09;44,51;55,67;11,16;11,16;1,42;0;0;0;0;65,69;55,67;597,55;0;11,16;5;83,4;91,2;226,28;19,49;3,29;0,42;286,73;0,61;4,39;3;3;0,38;0;0;0;0;0;0;5;7;0,89;2;2;0,26;0;470;97,12;14,87;653,22;0;0
2732;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;455,38;278,62;389,47;431,04;55,03;110,85;176,79;176,79;41,57;65,94;24,37;24,37;3,11;0;0;0;0;61,18;65,94;389,47;0;24,37;3,49;58,13;63,58;239,89;20,19;3,01;0,38;190,1;0,4;4,17;4;4;0,51;0;0;0;0;0;0;4;5;0,64;1;1;0,13;0;470;69,8;15,33;455,41;1;0
2733;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;446,78;356,97;419,2;442,1;56,44;62,23;89,8;89,8;22,9;27,57;4,67;4,67;0,6;0;0;0;0;79,9;27,57;419,2;0;4,67;3,42;57,04;62,37;205,7;17,2;1,64;0,21;210,24;0,45;4,71;4;4;0,51;0;0;0;0;0;0;3;3;0,38;0;0;0;0;470;44,86;10,04;446,77;0;0
2734;;PETIT JEU;;;;;;;5;0,005;7,83;00:07:50;;660,83;410,38;600,54;645,81;82,44;190,16;250,45;250,45;45,27;60,29;15,02;15,02;1,92;0;0;0;0;62,1;60,29;600,54;0;15,02;5,06;84,36;92,26;224,97;20,62;3,19;0,41;282,92;0,6;4,28;5;5;0,64;0;0;0;0;0;0;6;6;0,77;0;0;0;0;470;100,17;15,16;660,83;0;0
2735;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1399,42;496,82;864,91;1164,82;98,3;368,09;871,56;902,57;299,91;534,48;203,56;234,57;19,79;31,01;31,01;2,62;0;35,5;503,47;864,91;31,01;234,57;7,09;118,09;129,15;285,76;23,34;11,18;0,94;444,46;0,63;3,18;12;13;1,1;1;1;7,69;0,08;0;0;13;17;1,43;3;4;0,34;1;710,99;408,67;29,2;1399,39;0;-1,8
2736;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1330,32;511,75;869,11;1127,03;95,11;357,36;793,87;818,54;257,92;461,18;178,59;203,26;17,15;24,67;24,67;2,08;0;38,47;436,51;869,11;24,67;203,26;6,74;112,26;122,77;257,39;22,31;9,98;0,84;410,24;0,58;3,08;6;6;0,51;0;0;0;0;0;0;12;16;1,35;4;4;0,34;0;711;365,91;27,51;1330,31;0;-3,72
2737;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1562,11;457,28;966,68;1379,45;116,41;509,4;1082,85;1103,9;412,77;594,5;160,68;181,73;15,34;5,71;21,05;1,78;15,34;29,27;573,45;966,68;21,05;181,73;7,91;131,82;144,16;310,41;25,87;16,45;1,39;459,51;0,65;2,94;5;5;0,42;0;0;0;0;0;0;12;12;1,01;0;0;0;0;711;433,31;27,74;1562,15;1;5,71
2738;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;971,94;376,94;735,21;951,14;80,26;358,27;592,81;592,81;215,93;234,54;18,61;18,61;1,57;0;0;0;0;38,78;234,54;735,21;0;18,61;4,92;82,02;89,7;211,14;17,01;8,03;0,68;261,55;0,37;2,69;3;3;0,25;0;0;0;0;0;0;3;3;0,25;0;0;0;0;509;143,31;14,74;969,75;0;-1,43
2739;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1554,52;471,29;990,85;1338,38;112,94;519,56;1064,59;1083,18;347,53;563,62;197,5;216,09;18,24;14,55;18,59;1,57;4,04;30,32;545,03;990,85;18,59;216,09;7,87;131,18;143,46;331,77;24,51;15,71;1,33;448,97;0,63;2,89;5;5;0,42;0;0;0;0;0;0;10;10;0,84;0;0;0;0;711;413,02;26,57;1554,47;0;6,89
2740;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1385;563,07;904,22;1107,89;93,49;341,15;766,26;821,93;203,67;480,78;221,44;277,11;23,38;35,68;55,67;4,7;19,99;40,65;425,11;904,22;55,67;277,11;7,01;116,88;127,82;329,21;25,61;11,52;0,97;412,74;0,58;2,98;10;10;0,84;0;0;0;0;0;0;15;17;1,43;2;2;0,17;0;710,99;394,72;28,5;1385,01;0;1,58
2741;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1304,8;453,69;873,72;1160,83;97,96;420,03;833,53;850,75;287,11;430,72;126,39;143,61;12,12;17,22;17,22;1,45;0;34,77;413,5;873,72;17,22;143,61;6,61;110,11;120,42;300,79;22,56;9,17;0,77;481,26;0,68;3,69;7;7;0,59;0;0;0;0;0;0;11;13;1,1;2;2;0,17;0;711;368,75;28,26;1304,76;0;-0,52
2742;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1448,43;521,58;929,19;1210,43;102,15;407,61;893,61;926,43;281,24;518,82;204,76;237,58;20,05;28,76;32,82;2,77;4,06;36,01;486;929,19;32,82;237,58;7,33;122,23;133,67;362,96;24,6;12,58;1,06;436,14;0,61;3,01;9;9;0,76;0;0;0;0;0;0;10;14;1,18;3;4;0,34;1;705,99;399,95;27,61;1448;0;-0,1
2743;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1414,28;466,13;730,48;949,51;80,13;264,35;896,78;947,98;219,03;683,63;413,4;464,6;39,21;41,08;51,2;4,32;10,12;32,96;632,43;730,48;51,2;464,6;7,16;119,35;130,52;330,43;24,69;13,97;1,18;358,8;0,5;2,54;10;12;1,01;2;2;16,67;0,17;0;0;5;7;0,59;2;2;0,17;0;710,99;518,29;36,65;1414,28;0;-1,33
2744;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1311,16;512,96;900,94;1145,24;96,64;387,98;765,2;798,15;244,3;410,17;132,92;165,87;14;14,45;32,95;2,78;18,5;39,12;377,22;900,94;32,95;165,87;6,64;110,65;121;329,92;28,41;10,76;0,91;409,29;0,58;3,12;6;6;0,51;0;0;0;0;0;0;3;7;0,59;4;4;0,34;0;710,99;297,03;22,65;1311,11;0;-4,56
2745;;GRAND JEU;;;;;;;6;0,002;3,1;00:11:51;;227,21;117,21;196,37;210,34;67,59;79,16;101,83;108,29;13,97;29,13;8,7;15,16;4,87;6,46;6,46;2,08;0;51,59;22,67;196,37;6,46;15,16;4,38;73,01;79,85;254,86;21,45;0,96;0,31;67,5;0,36;2,97;0;0;0;0;0;0;0;0;0;0;1;0,32;1;1;0,32;0;145;30,29;13,33;225,54;0;0
2746;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1139,74;552,49;834,44;1034;87,26;281,95;568,27;587,24;199,56;305,29;86,76;105,73;8,92;18,97;18,97;1,6;0;48,47;286,32;834,44;18,97;105,73;5,77;96,18;105,18;282,56;23,63;8,41;0,71;349,13;0,49;3,06;6;6;0,51;0;0;0;0;0;0;7;10;0,84;3;3;0,25;0;711;231,58;20,32;1139,74;0;4,11
2747;;GRAND JEU;;;;;;;6;0,008;11,85;00:11:51;;1482,04;507,1;883,77;1169,14;98,66;376,67;864,96;974,93;285,37;598,26;202,92;312,89;26,4;92,23;109,97;9,28;17,74;34,22;488,29;883,77;109,97;312,89;7,5;125,07;136,77;277,28;25,42;12,33;1,04;448,05;0,63;3,02;14;14;1,18;0;0;0;0;0;0;11;15;1,27;2;4;0,34;2;711;438,72;29,6;1482,03;0;1,04
2748;;COMPENSATOIRE;;;;;;;7;0,003;4,4;00:04:24;;345,78;89,74;103,47;129,27;29,38;13,73;133,35;256,04;25,8;242,31;93,82;216,51;49,21;122,69;122,69;27,88;0;25,95;119,62;103,47;122,69;216,51;4,72;78,59;85,94;314,47;23,24;3,97;0,9;86,82;0,33;2,51;4;5;1,14;1;1;20;0,23;0;0;1;1;0,23;0;0;0;0;264,01;199,18;57,6;345,78;0;8,01
2749;;COMPENSATOIRE;;;;;;;7;0,003;4,4;00:04:24;;338,6;69,32;92,83;129,53;29,44;23,51;166,37;269,35;36,7;245,84;106,16;209,14;47,53;102,98;102,98;23,4;0;20,47;142,86;92,83;102,98;209,14;4,62;76,96;84,16;307,18;23,04;3,74;0,85;74,31;0,28;2,19;3;5;1,14;2;2;40;0,45;0;0;2;2;0,45;0;0;0;0;264;212,49;62,75;338,67;0;-3,7
2750;;COMPENSATOIRE;;;;;;;7;0,003;4,4;00:04:24;;415,34;59,35;96,83;155,76;35,4;37,48;203,33;356,01;58,93;318,53;106,92;259,6;59;115,57;152,68;34,7;37,11;14,29;165,85;96,83;152,68;259,6;5,66;94,39;103,23;342,21;29,47;4,05;0,92;91,18;0,35;2,2;3;6;1,36;3;3;50;0,68;0;0;1;1;0,23;0;0;0;0;264;259,1;62,38;415,36;0;-6,28
2751;;COMPENSATOIRE;;;;;;;7;0,003;4,4;00:04:24;;366,14;115,11;130,71;154,18;35,04;15,6;164,56;250,14;23,47;234,54;125,49;211,07;47,97;85,58;85,58;19,45;0;31,44;148,96;130,71;85,58;211,07;4,99;83,21;91;277,09;23,17;3,61;0,82;76,61;0,29;2,09;2;5;1,14;3;3;60;0,68;0;0;1;1;0,23;0;0;0;0;264;195,66;53,44;366,11;0;-0,79
2752;DC;ENT;15/10/2020;jeudi;4- Jeudi;D/ J-2;Sem 42 2020;4.0;3;0,047;66,98;01:13:38;74;4638,3;2801,62;4114,96;4448,27;66,4;1313,34;1831,24;1835,33;333,31;521,99;184,59;188,68;2,82;4,09;4,09;0,06;0;60,4;517,9;4114,96;4,09;188,68;4,15;69,24;75,72;248,89;21,43;25,55;0,38;1979,04;0,49;4,27;36;41;0,61;5;5;12,2;0,07;0;0;33;49;0,73;12;16;0,24;4;4018,96;630,12;13,59;4638,17;0;-4,46
2753;DC;ENT;15/10/2020;jeudi;4- Jeudi;D/ J-2;Sem 42 2020;6.0;3;0,031;44,4;01:07:46;68;3176,41;2219,8;2914,57;3105,7;69,95;694,77;956,57;956,57;191,13;261,8;70,67;70,67;1,59;0;0;0;0;69,88;261,8;2914,57;0;70,67;4,29;71,54;78,24;249,15;20,83;17,22;0,39;1464,47;0,55;4,61;20;21;0,47;1;1;4,76;0,02;0;0;17;18;0,41;0;1;0,02;1;2663,99;370,12;11,65;3176,38;1;5,41
2754;ATT;ENT;15/10/2020;jeudi;4- Jeudi;D/ J-2;Sem 42 2020;3.0;3;0,031;44,4;01:07:46;68;3876,18;2111,54;3273,99;3762,4;84,74;1162,45;1763,8;1763,8;488,41;601,35;112,94;112,94;2,54;0;0;0;0;54,47;601,35;3273,99;0;112,94;5,24;87,3;95,47;225,33;20,66;23,45;0,53;1635,72;0,61;4,22;46;52;1,17;6;6;11,54;0,14;0;0;31;36;0,81;5;5;0,11;0;2664,08;717,49;18,51;3876,14;1;0
2755;LAT;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;2.0;1;0,033;47,65;00:55:12;55;3564,62;1938,67;2867,95;3321,01;69,68;929,28;1575,05;1625,4;453,06;696,12;192,71;243,06;5,1;38,61;50,35;1,06;11,74;54,39;645,77;2867,95;50,35;243,06;4,49;74,8;81,8;310,09;25,32;21,93;0,46;1465,76;0,51;4,11;27;33;0,69;6;6;18,18;0,13;0;0;22;31;0,65;9;9;0,19;0;2859,99;713,57;20,02;3563,96;2;5,52
2756;ATT;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;6.0;2;0,033;47,65;00:55:12;55;4184,79;1851,06;3115,88;3834,29;80,45;1264,82;2275,37;2332,48;718,41;1067,66;292,14;349,25;7,33;52,38;57,11;1,2;4,73;44,23;1010,55;3115,88;57,11;349,25;5,27;87,81;96,03;347,51;24,62;33,15;0,7;1647,68;0,58;3,94;42;44;0,92;2;2;4,55;0,04;0;0;54;73;1,53;18;19;0,4;1;2860;1053,4;25,17;4184,94;9;4,47
2757;LAT;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;5.0;2;0,033;47,65;00:55:12;55;4143,39;1924,96;3070,68;3670,15;77,01;1145,72;2131,95;2215,91;599,47;1070,19;386,76;470,72;9,88;69,39;83,96;1,76;14,57;46,46;986,23;3070,68;83,96;470,72;5,22;86,94;95,08;320,2;27,13;33,63;0,71;1538,17;0,54;3,71;41;43;0,9;2;2;4,65;0,04;0;0;34;45;0,94;10;11;0,23;1;2860,01;1018,54;24,58;4142,76;6;-0,55
2758;M;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;5.0;2;0,033;47,65;00:55:12;55;4788,5;1794,16;3349,19;4358,84;91,46;1555,03;2970,29;2992,97;1009,65;1437,94;405,61;428,29;8,99;22,68;22,68;0,48;0;37,47;1415,26;3349,19;22,68;428,29;6,03;100,48;109,88;285,63;23,01;40,7;0,85;1649,69;0,58;3,45;36;36;0,76;0;0;0;0;0;0;36;49;1,03;12;13;0,27;1;2860,98;1185,71;24,76;4788,45;3;0,7
2759;M;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;6.0;2;0,033;47,65;00:55:12;55;4213,96;2051,68;3275,11;3937,82;82,63;1223,43;2139,64;2161,27;662,71;937,84;253,5;275,13;5,77;21,63;21,63;0,45;0;48,69;916,21;3275,11;21,63;275,13;5,31;88,42;96,7;309,31;22,85;30,78;0,65;1635,63;0,57;3,88;27;27;0,57;0;0;0;0;0;0;25;29;0,61;3;4;0,08;1;2860,99;913,25;21,67;4213,8;11;3,31
2760;DC;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;6.0;3;0,033;47,65;00:55:12;55;4387,45;1911,99;3229,78;4062,61;85,25;1317,79;2475,15;2475,15;832,83;1157,36;324,53;324,53;6,81;0;0;0;0;43,58;1157,36;3229,78;0;324,53;5,52;92,06;100,68;288,15;20,73;34,75;0,73;1764,09;0,62;4,02;30;32;0,67;2;2;6,25;0,04;0;0;49;58;1,22;8;9;0,19;1;2859,98;1074,61;24,49;4387,33;5;4,48
2761;ATT;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;4.0;3;0,033;47,65;00:55:12;55;3963,41;1949,39;3078,01;3657,81;76,75;1128,62;1991,32;2013,58;579,8;884,96;282,9;305,16;6,4;22,26;22,26;0,47;0;49,18;862,7;3078,01;22,26;305,16;4,99;83,16;90,95;353,82;23,98;30,52;0,64;1538,14;0,54;3,88;42;46;0,97;4;4;8,7;0,08;0;0;42;47;0,99;3;5;0,1;2;2821,26;852,69;21,51;3962,96;1;3,55
2762;M;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;6.0;3;0,033;47,65;00:55:12;55;4087,41;2087,84;3246,26;3895,72;81,74;1158,42;1989,88;1998,22;649,46;839,8;182;190,34;3,99;8,34;8,34;0,17;0;51,08;831,46;3246,26;8,34;190,34;5,15;85,77;93,79;269,91;22,27;28,67;0,6;1536,16;0,54;3,76;25;27;0,57;2;2;7,41;0,04;0;0;29;34;0,71;3;5;0,1;2;2859,97;790,67;19,34;4086,37;3;-4,45
2763;DC;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;6.0;3;0,033;47,65;00:55:12;55;3856,32;2175,47;3164,49;3611,28;75,77;989,02;1652,12;1680,73;446,79;691,71;216,31;244,92;5,14;28,61;28,61;0,6;0;56,41;663,1;3164,49;28,61;244,92;4,85;80,92;88,49;277,52;23,2;22,48;0,47;1532,34;0,54;3,97;28;31;0,65;3;3;9,68;0,06;0;0;23;29;0,61;5;6;0,13;1;2859,99;665,51;17,26;3856,21;9;-7,06
2764;ATT;ENT;16/10/2020;vendredi;5- Vendredi;E/ J-1;Sem 42 2020;3.0;3;0,033;47,65;00:55:12;55;3762,72;2169,98;3115,53;3491,3;73,26;945,55;1574,29;1591,65;375,77;646,1;252,97;270,33;5,67;17,36;17,36;0,36;0;57,67;628,74;3115,53;17,36;270,33;4,74;78,95;86,34;255,72;23,44;25,87;0,54;1472,41;0,51;3,91;39;44;0,92;5;5;11,36;0,1;0;0;27;31;0,65;3;4;0,08;1;2860,89;656,08;17,44;3763,59;3;11,99
2765;;ECH;;;;;;;1;0,011;15,18;00:15:11;;1119,94;670,28;965,28;1094,9;72,11;295;449,65;449,65;129,62;154,65;25,03;25,03;1,65;0;0;0;0;59,85;154,65;965,28;0;25,03;4,43;73,76;80,67;259,68;18,39;7,14;0,47;571,51;0,63;5,1;14;14;0,92;0;0;0;0;0;0;12;13;0,86;1;1;0,07;0;911;235,28;21,01;1119,93;0;0
2766;;ECH;;;;;;;1;0,011;15,18;00:15:11;;1072,72;721,87;963,27;1052,29;69,31;241,4;350,83;350,83;89,02;109,43;20,41;20,41;1,34;0;0;0;0;67,29;109,43;963,27;0;20,41;4,24;70,65;77,27;213,88;18,12;5,8;0,38;529,36;0,58;4,93;11;14;0,92;3;3;21,43;0,2;0;0;10;13;0,86;3;3;0,2;0;910,99;181,38;16,91;1072,71;0;0
2767;;ECH;;;;;;;1;0,011;15,18;00:15:11;;1005,69;629,86;943,09;1005,67;66,24;313,23;375,81;375,81;62,58;62,58;0;0;0;0;0;0;0;62,63;62,58;943,09;0;0;3,97;66,24;72,44;186,15;15;6,1;0,4;464,16;0,51;4,62;2;2;0,13;0;0;0;0;0;0;13;13;0,86;0;0;0;0;910,99;149,93;14,91;1005,67;0;-2,59
